CM code,TM/CP code,Client Code,Minimum Margins (a),Cash allocated (b),Cash-Others (c),Non-cash Securities (d),Short allocation Max [a-(b+c+d), 0]
14697,14697,01SD005,7580,42492.92,0,0,0,
14697,14697,12FD007,0,343.83,0,0,0,
14697,14697,JLD293,0,2455.86,0,0,0,
14697,14697,LTC011,45052.8,0,0,0,45052.8,
14697,14697,09GB169,2367.45,13451.24,0,0,0,
14697,14697,09PK222,4448.2,664.76,0,0,3783.44,
14697,14697,09GB015,0,23598.18,0,0,0,
14697,14697,09GB321,0,347.59,0,0,0,
14697,14697,FDE724,0,7035230.33,0,0,0,
14697,14697,09PK234,4447.4,300070.06,0,0,0,
14697,14697,07IM003,0,42.41,0,0,0,
14697,14697,FD881,0,48692.29,0,0,0,
14697,14697,07CQ005,12124.02,0,0,31190.52,0,
14697,14697,07FN060,0,1836.79,0,317637.62,0,
14697,14697,FD264,0,267.22,0,0,0,
14697,14697,07EME11,0,14.04,0,0,0,
14697,14697,07EU004,0,14.94,0,0,0,
14697,14697,07FD428,0,15767.43,0,0,0,
14697,14697,07EM076,0,812.55,0,0,0,
14697,14697,FDE722,0,158.49,0,0,0,
14697,14697,07IM002,0,208.16,0,0,0,
14697,14697,09GB170,4166.4,0,0,0,4166.4,
14697,14697,09GB105,0,14534.25,0,0,0,
14697,14697,09GD064,4166.4,0,0,0,4166.4,
14697,14697,09PK040,4482.88,2224.48,0,0,2258.4,
14697,14697,09GD024,2347.4,15189.97,0,0,0,
14697,14697,09GB275,0,14458.27,0,0,0,
14697,14697,07FN070,1370.4,10990.73,0,0,0,
14697,14697,09HS031,4166.4,2518.86,0,37916.92,0,
14697,14697,01DM013,0,30791.9,0,0,0,
14697,14697,09GB158,4166.4,0,0,0,4166.4,
14697,14697,09GB090,4203.84,0,0,0,4203.84,
14697,14697,09GB007,0,3128.9,0,0,0,
14697,14697,08FD096,589.91,3488.47,0,0,0,
14697,14697,01FK101,0,348.1,0,0,0,
14697,14697,07ID025,0,266.3,0,0,0,
14697,14697,09GDKG01,0,664.76,0,0,0,
14697,14697,07HD025,0,697.9,0,0,0,
14697,14697,FD067,0,495.57,0,0,0,
14697,14697,07FN067,0,730.62,0,0,0,
14697,14697,07ID001,4917,232585.21,0,0,0,
14697,14697,09HS092,0,2756.35,0,0,0,
14697,14697,09PK223,0,140412.46,0,0,0,
14697,14697,01AT422,19933.29,100002.42,0,0,0,
14697,14697,FD641,2680,1470.39,0,0,1209.61,
14697,14697,09GBE03,4166.4,0,0,0,4166.4,
14697,14697,01FK122,0,536.23,0,0,0,
14697,14697,FD479,0,19219707.92,0,0,0,
14697,14697,08FD015,0,132.16,0,0,0,
14697,14697,09GD007,2347.4,15190.27,0,0,0,
14697,14697,09PK184,4377.6,0,0,0,4377.6,
14697,14697,09GD003,60472.94,15189.3,0,0,45283.64,
14697,14697,FDE452,0,111.04,0,0,0,
14697,14697,09GD010,62579.49,15189.97,0,0,47389.52,
14697,14697,AHME77,0,242424.52,0,0,0,
14697,14697,FDL028,0,142734.18,0,0,0,
14697,14697,07BW019,6941.46,280771.74,0,619402.6,0,
14697,14697,09AP008,0,51.29,0,0,0,
14697,14697,09GB160,4166.4,0,0,0,4166.4,
14697,14697,01CFAK24,62775,0,0,0,62775,
14697,14697,01CNE05,0,10337.37,0,0,0,
14697,14697,09GB307,0,484.42,0,0,0,
14697,14697,07HD051,579.24,3040.79,0,0,0,
14697,14697,FDE697,0,1740.82,0,0,0,
14697,14697,09CKE01,0,32616.2,0,0,0,
14697,14697,17PP002,0,58.31,0,0,0,
14697,14697,09GB059,0,15000,0,0,0,
14697,14697,01ATE09,0,14649.92,0,0,0,
14697,14697,FD848,0,29080.02,0,0,0,
14697,14697,07FT036,0,507.93,0,0,0,
14697,14697,07DWE56,0,2140.5,0,0,0,
14697,14697,01AHE02,42156.93,211149.25,0,0,0,
14697,14697,01AT076,0,0,0,717.77,0,
14697,14697,07EM065,0,52481.97,0,0,0,
14697,14697,09KS019,0,16946.97,0,0,0,
14697,14697,07EME20,0,50.11,0,0,0,
14697,14697,AHM3E15,0,58266.15,0,0,0,
14697,14697,01CA0119,0,0.12,0,0,0,
14697,14697,09GD031,0,7132.99,0,0,0,
14697,14697,01AX023,0,178724.61,0,0,0,
14697,14697,01CFAK23,63320,0,0,0,63320,
14697,14697,07BT014,0,26433.69,0,0,0,
14697,14697,11AA063,0,1587.37,0,0,0,
14697,14697,07EF004,0,2896.85,0,0,0,
14697,14697,09PK106,282,2885.92,0,0,0,
14697,14697,09PK110,4448,1504.08,0,0,2943.92,
14697,14697,FD861,0,0,0,39483.6,0,
14697,14697,09GDAP01,282,2824.89,0,0,0,
14697,14697,09PK226,0,694.32,0,0,0,
14697,14697,07ER011,0,10000,0,0,0,
14697,14697,01AB002,0,1964.52,0,0,0,
14697,14697,FD189,0,215790.32,0,0,0,
14697,14697,09GB200,4166.4,0,0,0,4166.4,
14697,14697,09FDNE01,7026.5,0,0,7405.08,0,
14697,14697,07FD405,419.97,2461.55,0,0,0,
14697,14697,07FN076,0,57.03,0,0,0,
14697,14697,JLD169,0,351,0,0,0,
14697,14697,09PK188,4166.4,0,0,0,4166.4,
14697,14697,AHME82,0,282.5,0,0,0,
14697,14697,09PK081,4359.51,0,0,0,4359.51,
14697,14697,09HS2013,0,0,0,7108.04,0,
14697,14697,01AT442,108.07,629.27,0,0,0,
14697,14697,01DME07,0,1800576.29,0,0,0,
14697,14697,01ET003,0,39813.37,0,0,0,
14697,14697,01AH013,0,0,0,11118846.2,0,
14697,14697,09GB231,0,14735.44,0,0,0,
14697,14697,FDE761,0,13848.66,0,0,0,
14697,14697,FD100,0,1797.12,0,0,0,
14697,14697,07CR016,30191.5,264199.41,0,1092538.8,0,
14697,14697,07CR006,7802.82,45303.78,0,0,0,
14697,14697,09GB034,4166.4,2494.82,0,0,1671.58,
14697,14697,07EU001,0,11147.2,0,0,0,
14697,14697,07HD014,0,393.93,0,0,0,
14697,14697,AHM3E9,0,35527.98,0,0,0,
14697,14697,FD022,0,0,0,257413.59,0,
14697,14697,09PK243,0,11196.33,0,0,0,
14697,14697,01AT146,0,1210.58,0,0,0,
14697,14697,01AT438,0,198019.78,0,0,0,
14697,14697,09GB028,0,667.75,0,0,0,
14697,14697,FDE829,36.28,285.46,0,0,0,
14697,14697,FD681,0,218.32,0,0,0,
14697,14697,09GDMP01,281.2,664.76,0,0,0,
14697,14697,09PK114,0,3103.33,0,0,0,
14697,14697,07EA006,0,0,0,8035.2,0,
14697,14697,09FD073,0,87.25,0,0,0,
14697,14697,11AD001,10595.15,29759.51,0,0,0,
14697,14697,07EM028,1435.23,9182.4,0,124920,0,
14697,14697,07IDE17,0,11059.43,0,326138.85,0,
14697,14697,09GB295,0,15861.36,0,0,0,
14697,14697,09PK215,0,184800.56,0,0,0,
14697,14697,11AA081,0,32121.06,0,0,0,
14697,14697,07JO002,0,123658.08,0,0,0,
14697,14697,09PK109,4447.4,2832.25,0,0,1615.15,
14697,14697,07FN032,0,0,0,6638816.73,0,
14697,14697,09PK122,281.7,667.05,0,0,0,
14697,14697,AHM3E5,0,0,0,10777.86,0,
14697,14697,09GB325,2531.18,15000,0,0,0,
14697,14697,09GD004,2347.4,15191.28,0,0,0,
14697,14697,03AK048,0,3732.88,0,0,0,
14697,14697,09GB009,281.76,2839.38,0,0,0,
14697,14697,09PK085,0,2044.87,0,0,0,
14697,14697,07FD192,0,267.09,0,0,0,
14697,14697,08FD060,0,1461.98,0,0,0,
14697,14697,07JO005,0,6482.5,0,0,0,
14697,14697,01AT332,0,957.81,0,0,0,
14697,14697,01AT058,0,235.17,0,37537.92,0,
14697,14697,FD027,0,5583.08,0,0,0,
14697,14697,07HD021,0,912.95,0,0,0,
14697,14697,11AA101,0,17907.01,0,0,0,
14697,14697,01FO019,0,93.06,0,0,0,
14697,14697,11FD017,0,13283.5,0,0,0,
14697,14697,09GDRH01,4448.23,30555.03,0,0,0,
14697,14697,07IR007,2263.45,3207.2,0,0,0,
14697,14697,09GB239,0,14735.44,0,0,0,
14697,14697,01BA019,0,0.69,0,0,0,
14697,14697,09PK030,281.7,667.2,0,0,0,
14697,14697,09GDND01,13562.91,52563.02,0,0,0,
14697,14697,07FD022,0,938.41,0,0,0,
14697,14697,07BH017,0,139.1,0,0,0,
14697,14697,AHM3E7,179340,0,0,2029920,0,
14697,14697,07ER001,0,449.24,0,0,0,
14697,14697,09VA001,0,38.7,0,0,0,
14697,14697,FD151,0,12109.82,0,512048.8,0,
14697,14697,01CF135,4166.4,4.18,0,0,4162.22,
14697,14697,07FD356,0,2201.53,0,0,0,
14697,14697,09PK104,4448.4,664.76,0,0,3783.64,
14697,14697,FD1074,0,10059.79,0,0,0,
14697,14697,07DW079,0,135.45,0,0,0,
14697,14697,09GB196,2347.4,15189.97,0,0,0,
14697,14697,07FDN010,1516.4,14349.72,0,0,0,
14697,14697,17PP003,0,2.65,0,0,0,
14697,14697,01BWE03,0,6061.11,0,0,0,
14697,14697,01KR019,919.75,5000,0,0,0,
14697,14697,07FN089,0,89223.1,0,568781.2,0,
14697,14697,07HD015,0,2167.03,0,0,0,
14697,14697,09PK050,0,267.83,0,0,0,
14697,14697,09HS021,15082,53758.53,0,0,0,
14697,14697,FDE837,0,23.6,0,0,0,
14697,14697,07CR444,0,5268.61,0,0,0,
14697,14697,07JCE02,0,33580.14,0,0,0,
14697,14697,FDI019,0,2537.87,0,0,0,
14697,14697,09GB278,4166.4,0,0,0,4166.4,
14697,14697,09GB260,0,14735.44,0,0,0,
14697,14697,07CR015,0,197.64,0,0,0,
14697,14697,FDE843,0,172715.22,0,0,0,
14697,14697,09GB103,0,14735.44,0,0,0,
14697,14697,01MJE07,0,459300,0,0,0,
14697,14697,01BZ002,0,23175.86,0,0,0,
14697,14697,FD287,0,7640.33,0,0,0,
14697,14697,09GB043,333,4157.71,0,0,0,
14697,14697,09PK027,4448.14,666.75,0,0,3781.39,
14697,14697,FDE719,0,1145.21,0,0,0,
14697,14697,FD645,0,1061.84,0,0,0,
14697,14697,01AT412,0,1321.48,0,6412,0,
14697,14697,14FD007,0,7701.06,0,0,0,
14697,14697,09PK079,2844,15000,0,0,0,
14697,14697,07CR008,0,237.1,0,0,0,
14697,14697,FD252,0,540612.94,0,0,0,
14697,14697,01CFAK6,0,147316.91,0,0,0,
14697,14697,01FK001,0,0,0,41886.4,0,
14697,14697,11AA035,0,23.31,0,0,0,
14697,14697,07FT021,0,327.79,0,0,0,
14697,14697,09GD022,2347.4,15189.97,0,0,0,
14697,14697,09GB092,0,20.63,0,0,0,
14697,14697,07APAK21,0,7.91,0,0,0,
14697,14697,FD1130,0,393.42,0,0,0,
14697,14697,01AT251,0,5534.32,0,0,0,
14697,14697,FDE638,0,2101.67,0,0,0,
14697,14697,FD733,0,10967.65,0,0,0,
14697,14697,09PK041,4282.94,15016.8,0,0,0,
14697,14697,01CFAK1,0,40.4,0,0,0,
14697,14697,FD1082,16539.8,87129.95,0,0,0,
14697,14697,FD1019,183722.23,28273.62,2126603.65,0,0,
14697,14697,11AA154,0,30941.14,0,0,0,
14697,14697,09GB287,4166.4,14457.43,0,0,0,
14697,14697,09GDMK02,0,2072.99,0,0,0,
14697,14697,07CR021,0,0,0,114998.98,0,
14697,14697,07FD260,0,1900.48,0,0,0,
14697,14697,01AXE47,68.97,1045.11,0,0,0,
14697,14697,AHM3E10,0,109854.42,0,0,0,
14697,14697,FD464,86759.9,0,0,0,86759.9,
14697,14697,07HD032,0,929.75,0,0,0,
14697,14697,09PK028,281.7,666.75,0,0,0,
14697,14697,11AD026,0,1114.57,0,0,0,
14697,14697,07EM095,0,47433.6,0,0,0,
14697,14697,01BW006,0,31319.32,0,0,0,
14697,14697,FD757,0,150563.32,0,0,0,
14697,14697,01CF112,0,1640.19,0,0,0,
14697,14697,07FT014,0,121835.13,0,0,0,
14697,14697,AHM3E6,0,49505.55,0,0,0,
14697,14697,01BW004,0,17472.5,0,6689.6,0,
14697,14697,07ADE02,0,84386,0,0,0,
14697,14697,09PK231,0,6777.33,0,237099.17,0,
14697,14697,09PK043,0,515.08,0,0,0,
14697,14697,09GB166,4166.4,0,0,0,4166.4,
14697,14697,07EM027,1321.82,9876.33,0,69366,0,
14697,14697,09HS167,0,0.61,0,0,0,
14697,14697,AHME78,0,516688.04,0,0,0,
14697,14697,FD948,0,9299.12,0,0,0,
14697,14697,01AXE02,0,23664.82,0,0,0,
14697,14697,09HS097,0,0,0,1953.6,0,
14697,14697,01HF002,2096,17315.52,0,0,0,
14697,14697,01SK004,0,682599.87,0,0,0,
14697,14697,01CG52,0,10291.41,0,0,0,
14697,14697,09GB176,4166.4,0,0,0,4166.4,
14697,14697,FD796,0,158836,0,0,0,
14697,14697,AHME16,11971.83,60716.87,0,0,0,
14697,14697,09PK235,0,666.75,0,0,0,
14697,14697,A1BA135,0,12418.11,0,0,0,
14697,14697,07EM050,0,483.66,0,0,0,
14697,14697,03AK046,0,2569.01,0,1189612.86,0,
14697,14697,09GB288,0,15702.95,0,0,0,
14697,14697,11AA030,723.38,4714.05,0,0,0,
14697,14697,09PK023,2369.32,13451.24,0,0,0,
14697,14697,09PK120,2019.8,14433.47,0,0,0,
14697,14697,07HD001,0,68.97,0,0,0,
14697,14697,09GDZP01,281.41,666.8,0,0,0,
14697,14697,09GB337,4668.04,4191.39,0,0,476.65,
14697,14697,AHME81,18148.14,365962.76,0,0,0,
14697,14697,07FU006,0,7.67,0,0,0,
14697,14697,07IDE62,0,194.15,0,0,0,
14697,14697,FDE750,0,95296.62,0,0,0,
14697,14697,09GB253,0,30414.69,0,0,0,
14697,14697,09GD008,333.4,19541.7,0,0,0,
14697,14697,09PK094,0,20.64,0,0,0,
14697,14697,09GDIP01,4448.4,52496.05,0,0,0,
14697,14697,FD766,63670.88,709998.56,0,0,0,
14697,14697,FD675,7919.82,40390.85,0,0,0,
14697,14697,01GB001,0,94.74,0,0,0,
14697,14697,FD079,0,6332.44,0,0,0,
14697,14697,09FD102,0,223.8,0,0,0,
14697,14697,07CR087,0,765.59,0,0,0,
14697,14697,01AH070,2339016.51,2291293.32,0,0,47723.19,
14697,14697,09GB344,333,6921.28,0,0,0,
14697,14697,07DWE52,0,9848.9,0,0,0,
14697,14697,08FD034,1166,18923.41,0,0,0,
14697,14697,09GB001,4282.75,13325.27,0,0,0,
14697,14697,07FN015,0,82891.02,0,455611.24,0,
14697,14697,09GB157,0,14536.7,0,0,0,
14697,14697,07BT003,0,1659.77,0,0,0,
14697,14697,07FT018,0,385.13,0,0,0,
14697,14697,07FT006,0,489.95,0,0,0,
14697,14697,01CNE25,0,8643.32,0,0,0,
14697,14697,FDE678,0,305.17,0,0,0,
14697,14697,09GB153,333,4152.39,0,0,0,
14697,14697,09GDCK01,0,667.75,0,0,0,
14697,14697,11AD011,0,360.05,0,0,0,
14697,14697,01FK095,0,172.42,0,0,0,
14697,14697,09GD001,0,189.92,0,0,0,
14697,14697,FDE684,0,169.77,0,0,0,
14697,14697,09GB061,4166.4,0,0,0,4166.4,
14697,14697,09GB341,333,6845.37,0,0,0,
14697,14697,FD862,0,0,0,168607.92,0,
14697,14697,09PK164,0,330,0,0,0,
14697,14697,07FN042,0,0,0,85567.3,0,
14697,14697,09HS193,0,53826.91,0,0,0,
14697,14697,03AM005,0,4539.19,0,1031786.27,0,
14697,14697,01AT433,0,47167.92,0,0,0,
14697,14697,09PK018,2369.51,13484.28,0,0,0,
14697,14697,07EM033,0,0,0,448600.89,0,
14697,14697,07BH002,0,2728.85,0,0,0,
14697,14697,FDE639,0,69853.44,0,215712,0,
14697,14697,07FN024,0,154385.13,0,0,0,
14697,14697,01CNE82,4166.4,13642.89,0,0,0,
14697,14697,09GD050,0,84.64,0,0,0,
14697,14697,09GB350,332.8,21356.05,0,0,0,
14697,14697,09HS1111,704,2179.65,0,0,0,
14697,14697,07FN017,9756,57515.43,0,1636081.12,0,
14697,14697,01FK012,0,9084.98,0,0,0,
14697,14697,09GD021,2347.4,15189.97,0,0,0,
14697,14697,11AD014,1327.84,8146.56,0,0,0,
14697,14697,FDLE10,0,21721.97,0,0,0,
14697,14697,07IR002,952.8,1749.54,0,0,0,
14697,14697,01CNE91,4166.4,0,0,0,4166.4,
14697,14697,FDE443,0,1385.4,0,0,0,
14697,14697,01DME19,0,266403.45,0,0,0,
14697,14697,09GB148,2546.7,15000,0,0,0,
14697,14697,09PK216,281.74,667.05,0,0,0,
14697,14697,07FT039,0,39587.03,0,0,0,
14697,14697,01CNE42,63820,423753.66,0,0,0,
14697,14697,01CF13,45.55,255.58,0,0,0,
14697,14697,03FD157,0,880,0,0,0,
14697,14697,09PK245,0,14453.76,0,0,0,
14697,14697,01CNE06,0,544.77,0,0,0,
14697,14697,09FD220,0,0,0,67053.52,0,
14697,14697,09GB365,4288,0,0,0,4288,
14697,14697,AHM001,60412.8,87226.4,0,0,0,
14697,14697,09HS055,0,42670.93,0,0,0,
14697,14697,07EM035,0,0,0,182586.75,0,
14697,14697,07FN053,0,33.26,0,0,0,
14697,14697,07BW029,0,2278.94,0,145173.02,0,
14697,14697,09GB076,4166.4,14735.44,0,0,0,
14697,14697,FD794,0,2665.23,0,0,0,
14697,14697,09GB312,2531.16,15000,0,0,0,
14697,14697,09FD334,0,1026.48,0,0,0,
14697,14697,09FD151,0,53.55,0,0,0,
14697,14697,01BW010,0,115308.05,0,0,0,
14697,14697,FD962,0,18446.95,0,0,0,
14697,14697,FD1079,0,645612.16,0,0,0,
14697,14697,09GB245,0,1399.31,0,0,0,
14697,14697,07GC010,0,2141.86,0,0,0,
14697,14697,09PK156,281.6,687.29,0,0,0,
14697,14697,09HS059,3470.4,1317.27,0,0,2153.13,
14697,14697,A1BA159,0,251.65,0,0,0,
14697,14697,01AX030,1919.4,37606.01,0,0,0,
14697,14697,09PK221,0,700.72,0,0,0,
14697,14697,07AF007,0,41.6,0,0,0,
14697,14697,09GB338,0,5000,0,0,0,
14697,14697,FD047,0,1315526,0,0,0,
14697,14697,FD1018,0,74390.82,0,0,0,
14697,14697,FDE725,0,1858.12,0,0,0,
14697,14697,01BV008,2024.04,10800.96,0,0,0,
14697,14697,FDI032,0,238389.64,0,4726040,0,
14697,14697,07FTE04,0,72843.08,0,0,0,
14697,14697,17FD035,0,0,0,41040.72,0,
14697,14697,01AT389,438.03,2111.63,0,0,0,
14697,14697,01GBE03,0,531.85,0,0,0,
14697,14697,FD134,10441.2,3626.92,0,1291307,0,
14697,14697,FD337,0,2312.99,0,476650.28,0,
14697,14697,01CNE75,4166.4,0,0,0,4166.4,
14697,14697,03FD127,0,1137.45,0,1815264,0,
14697,14697,FD290,0,144.02,1303400,0,0,
14697,14697,09PK124,282,2386.59,0,0,0,
14697,14697,07HB004,0,351,0,0,0,
14697,14697,09OM003,4356.8,16677.07,0,0,0,
14697,14697,01BL002,9207,46577.74,0,0,0,
14697,14697,09PK154,4448.4,667.75,0,0,3780.65,
14697,14697,09GB329,0,1536.06,0,0,0,
14697,14697,FDE845,18124.63,100802.45,0,0,0,
14697,14697,FDI001,0,985.8,0,0,0,
14697,14697,09PK130,2019.8,299251,0,0,0,
14697,14697,11AA066,0,6177.66,0,0,0,
14697,14697,07IR012,3010.3,15131.98,0,0,0,
14697,14697,07EF001,0,13615.41,0,0,0,
14697,14697,A1BA139,0,24998.76,0,0,0,
14697,14697,07FDN005,676.59,4207.06,0,0,0,
14697,14697,01MJE16,0,3149542.49,0,0,0,
14697,14697,08FDE06,439.6,1982.16,0,0,0,
14697,14697,09GD037,4473.6,0,0,0,4473.6,
14697,14697,01CNE07,4166.4,0,0,0,4166.4,
14697,14697,AHM036,10223.4,50479.29,0,0,0,
14697,14697,01CA0075,2224,0,0,0,2224,
14697,14697,01AT195,7875,32628.21,0,0,0,
14697,14697,09GB071,0,14453.76,0,0,0,
14697,14697,09PK020,2369.53,14075.92,0,0,0,
14697,14697,07ID029,0,9098.13,0,0,0,
14697,14697,FD871,0,1099.26,0,88512.48,0,
14697,14697,AHM3E13,0,87712.36,0,0,0,
14697,14697,FD133,0,355.45,0,0,0,
14697,14697,01FK091,0,3.3,0,0,0,
14697,14697,07AD013,0,320289.8,0,0,0,
14697,14697,08FD012,0,62.21,0,0,0,
14697,14697,FD781,15685.59,26560.47,0,0,0,
14697,14697,09GD006,0,14947.91,0,0,0,
14697,14697,11AD021,0,2253.62,0,0,0,
14697,14697,01AT051,0,86109.57,0,0,0,
14697,14697,FD025,0,0,0,171364,0,
14697,14697,09GB177,4166.4,0,0,0,4166.4,
14697,14697,07BT015,35706,179052.09,0,0,0,
14697,14697,07ID007,0,78.82,0,0,0,
14697,14697,17BE001,0,0,0,40165.47,0,
14697,14697,01AT027,0,1113.92,0,0,0,
14697,14697,07HD012,59332,113084.37,0,0,0,
14697,14697,07FD149,0,367.41,0,0,0,
14697,14697,01FK108,0,352.64,0,0,0,
14697,14697,07IHE01,0,73.86,0,0,0,
14697,14697,07GV004,172861.37,992763.47,0,0,0,
14697,14697,01HC004,0,1572.12,0,0,0,
14697,14697,07ED032,0,445.3,0,0,0,
14697,14697,09GDPK02,0,17.5,0,0,0,
14697,14697,09PK232,282,5305.51,0,0,0,
14697,14697,09GB292,4166.4,0,0,0,4166.4,
14697,14697,09GB006,281.6,1316.64,0,0,0,
14697,14697,09PK083,116.49,15016.8,0,0,0,
14697,14697,01AX222,0,65735.75,0,0,0,
14697,14697,07FK007,0,1299.88,0,0,0,
14697,14697,07BH024,0,39.68,0,0,0,
14697,14697,09GB265,0,14735.44,0,0,0,
14697,14697,09PK057,0,39288.79,0,0,0,
14697,14697,09PK149,4166.4,14459.27,0,0,0,
14697,14697,09GB138,2347.4,15189.72,0,0,0,
14697,14697,09GB024,4166.4,2886.07,0,0,1280.33,
14697,14697,09GB322,0,1904.04,0,0,0,
14697,14697,03AM003,0,75790.11,0,0,0,
14697,14697,09GB143,0,20743.82,0,0,0,
14697,14697,01FK053,0,719.99,0,0,0,
14697,14697,08FD094,0,119.28,0,0,0,
14697,14697,07ALJL,597.89,749.13,0,0,0,
14697,14697,FDE850,0,7254.89,0,0,0,
14697,14697,07JSE13,0,38130.57,0,0,0,
14697,14697,07EM026,0,206.98,0,0,0,
14697,14697,01AT022,1556905.35,2272628.37,0,0,0,
14697,14697,17FD006,176,1084.15,0,0,0,
14697,14697,07FD064,0,53.5,0,0,0,
14697,14697,FD584,576.45,0,0,0,576.45,
14697,14697,11AD018,0,2416.24,0,0,0,
14697,14697,07JO006,0,33492.55,0,0,0,
14697,14697,09PK025,4166.4,664.76,0,0,3501.64,
14697,14697,LTC004,0,9005.04,0,0,0,
14697,14697,07IZ001,658.04,1143.8,0,0,0,
14697,14697,09GB268,2347.39,16315.8,0,0,0,
14697,14697,09GDKP01,4448.2,3103.33,0,0,1344.87,
14697,14697,07FT040,12029.3,87433.21,0,0,0,
14697,14697,01AT167,0,7506.71,0,0,0,
14697,14697,09PK230,0,664.76,0,0,0,
14697,14697,FDE632,0,12650.73,0,0,0,
14697,14697,11AA028,0,1202.15,0,0,0,
14697,14697,01AT160,9700,16215.34,0,100502.97,0,
14697,14697,07BC007,0,498.52,0,0,0,
14697,14697,09GB343,333,4194.87,0,0,0,
14697,14697,09GB077,333.4,15541.97,0,0,0,
14697,14697,07FN087,0,0,666276.3,0,0,
14697,14697,FDE767,14224.28,16923.28,0,0,0,
14697,14697,01DCE02,0,8.62,0,0,0,
14697,14697,09FD215,0,16236.33,0,0,0,
14697,14697,FD704,0,221.22,0,0,0,
14697,14697,09PK239,4166.4,227704.19,0,0,0,
14697,14697,03AME01,0,835.84,0,0,0,
14697,14697,07CR092,0,8015.45,0,0,0,
14697,14697,09PK096,4301.44,0,0,0,4301.44,
14697,14697,07GV007,398,11720.29,0,0,0,
14697,14697,09GD014,2347.4,15181.41,0,0,0,
14697,14697,01CN002,4166.4,0,0,0,4166.4,
14697,14697,09GB284,0,16148.95,0,0,0,
14697,14697,01FG016,0,1786.55,0,0,0,
14697,14697,09FD5656,0,0,0,131666.51,0,
14697,14697,JLD295,0,1499613.35,0,0,0,
14697,14697,01FK037,0,37467.69,0,0,0,
14697,14697,08RA002,0,1537.89,0,0,0,
14697,14697,09HS086,0,1390.11,0,0,0,
14697,14697,09PK111,4166.4,49433.06,0,0,0,
14697,14697,FDE788,0,19400.42,0,0,0,
14697,14697,08FD029,0,69.95,0,0,0,
14697,14697,01CF52,0,24589.73,0,0,0,
14697,14697,FDE514,0,407.03,0,0,0,
14697,14697,01AT403,28076.18,150195.76,0,0,0,
14697,14697,07FD171,0,11445.21,0,0,0,
14697,14697,09PK191,652.63,3300,0,0,0,
14697,14697,01CF111,0,9850.06,0,0,0,
14697,14697,09GD012,333.4,16291.45,0,0,0,
14697,14697,01AT398,0,2005.38,0,0,0,
14697,14697,07EM045,0,0,0,1568788.91,0,
14697,14697,07IR009,0,19.91,0,0,0,
14697,14697,JLD011,656666.65,0,0,0,656666.65,
14697,14697,07DW097,9340,70103.13,0,0,0,
14697,14697,07BT008,0,33.73,0,0,0,
14697,14697,09HS196,0,21.19,0,0,0,
14697,14697,FD441,0,1068.66,0,0,0,
14697,14697,09GDAK01,0,0.06,0,0,0,
14697,14697,07AT026,0,598.12,0,0,0,
14697,14697,FDE491,0,340.15,0,0,0,
14697,14697,07DM002,0,14748.11,0,0,0,
14697,14697,07HD050,10265.23,621.88,0,0,9643.35,
